"","id","time","ty","tmod","tavail","tstate","base","state","q","a","y","err","group_err","bg","avail","prob","a.center","state.center","avail.center","one","lag1y","lag2y","lag1err","lag1avail","lag1avail.center","lag2avail","lag2avail.center","lag1a","lag2a","lag1prob","lag2prob","lag1a.center","lag2a.center","lag1tmod","lag2tmod","lag1state","lag1state.center","pd","pn","statec","statet"
"1",1,0,0,0,0,0,0.286960760407772,0,-0.830465693705015,0,0,-0.388900006632005,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"2",1,1,0,0,0,0,0.286960760407772,1,-1.49430354587511,1,0.190260802658199,-0.696900843305364,0,0,1,0.689974481127613,0.310025518872387,0.975005207031579,0,1,0,NA,-0.388900006632005,0,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,0.689974481127613,0.689974481127613,0.048,0
"3",1,2,0,0,0,0,0.286960760407772,-1,-0.820978265092047,0,-0.793637557866505,-0.202594936230654,0,0,1,0.167981614866075,-0.167981614866075,-1.09966799462496,0,1,0.190260802658199,0,-0.696900843305364,1,0,0,0,1,0,0.689974481127613,0,0.310025518872387,0,0,0,1,0.975005207031579,0.167981614866075,0.167981614866075,0.072,0
"4",1,3,0,0,0,0,0.286960760407772,-1,1.41844939754717,0,-1.12330096065442,-0.563942108991467,0,0,1,0.310025518872388,-0.310025518872388,-1.0748596906875,0,1,-0.793637557866505,0.190260802658199,-0.202594936230654,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.09966799462496,0.310025518872388,0.310025518872388,0.016,0
"5",1,4,0,0,0,0,0.286960760407772,1,-0.446202186585153,1,1.68349715963596,0.749868358594992,0,0,1,0.689974481127613,0.310025518872387,0.900332005375044,0,1,-1.12330096065442,-0.793637557866505,-0.563942108991467,1,0,1,0,0,0,0.310025518872388,0.167981614866075,-0.310025518872388,-0.167981614866075,0,0,-1,-1.0748596906875,0.689974481127613,0.689974481127613,0.0959999999999999,0
"6",1,5,0,0,0,0,0.286960760407772,-1,-1.51394366805973,0,0.558854161471469,1.11672934891829,0,0,1,0.167981614866075,-0.167981614866075,-1.17323515783466,0,1,1.68349715963596,-1.12330096065442,0.749868358594992,1,0,1,0,1,0,0.689974481127613,0.310025518872388,0.310025518872387,-0.310025518872388,0,0,1,0.900332005375044,0.167981614866075,0.167981614866075,0.104,0
"7",1,6,0,0,0,0,0.286960760407772,1,0.607207508261226,1,2.43352571704353,1.44678696899884,0,0,1,0.689974481127613,0.310025518872387,0.851114966376682,0,1,0.558854161471469,1.68349715963596,1.11672934891829,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.17323515783466,0.689974481127613,0.689974481127613,0.232,0
"8",1,7,0,0,0,0,0.286960760407772,-1,0.0242175349093386,0,0.799228204316861,1.40232363807708,0,0,1,0.167981614866075,-0.167981614866075,-1.22127846789844,0,1,2.43352571704353,0.558854161471469,1.44678696899884,1,0,1,0,1,0,0.689974481127613,0.167981614866075,0.310025518872387,-0.167981614866075,0,0,1,0.851114966376682,0.167981614866075,0.167981614866075,0.328,0
"9",1,8,0,0,0,0,0.286960760407772,1,0.0517218448418893,1,0.928208857177347,-0.0120603636506504,0,0,1,0.689974481127613,0.310025518872387,0.802624679775096,0,1,0.799228204316861,2.43352571704353,1.40232363807708,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.22127846789844,0.689974481127613,0.689974481127613,0.248,0
"10",1,9,0,0,0,0,0.286960760407772,-1,-0.792593487515662,0,-0.712292810200848,-0.142954352962382,0,0,1,0.167981614866075,-0.167981614866075,-1.2682711820216,0,1,0.928208857177347,0.799228204316861,-0.0120603636506504,1,0,1,0,1,0,0.689974481127613,0.167981614866075,0.310025518872387,-0.167981614866075,0,0,1,0.802624679775096,0.167981614866075,0.167981614866075,0.224,0
"11",1,10,0,0,0,0,0.286960760407772,1,0.491475976541085,1,1.30784895291368,0.352104450976746,0,0,1,0.689974481127613,0.310025518872387,0.755081337596291,0,1,-0.712292810200848,0.928208857177347,-0.142954352962382,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.2682711820216,0.689974481127613,0.689974481127613,0.208,0
"12",1,11,0,0,0,0,0.286960760407772,-1,0.629246352987502,0,-0.288541770020473,0.322417185104915,0,0,1,0.167981614866075,-0.167981614866075,-1.314020925347,0,1,1.30784895291368,-0.712292810200848,0.352104450976746,1,0,1,0,1,0,0.689974481127613,0.167981614866075,0.310025518872387,-0.167981614866075,0,0,1,0.755081337596291,0.167981614866075,0.167981614866075,0.304,0
"13",1,12,0,0,0,0,0.286960760407772,-1,1.36993626852612,1,-0.436257358606468,1.02547152420808,0,0,1,0.310025518872388,0.689974481127613,-1.29131261245159,0,1,-0.288541770020473,1.30784895291368,0.322417185104915,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.314020925347,0.310025518872388,0.310025518872388,0.216,0
"14",1,13,0,0,0,0,0.286960760407772,1,-2.00272485566814,0,1.27941728919488,0.435801844287749,0,0,1,0.5,-0.5,0.641642601649214,0,1,-0.436257358606468,-0.288541770020473,1.02547152420808,1,0,1,0,1,0,0.310025518872388,0.167981614866075,0.689974481127613,-0.167981614866075,0,0,-1,-1.29131261245159,0.5,0.5,0.296,0
"15",1,14,0,0,0,0,0.286960760407772,1,0.149341162480891,1,2.0127082882738,1.10086106480802,0,0,1,0.689974481127613,0.310025518872387,0.663624455663668,0,1,1.27941728919488,-0.436257358606468,0.435801844287749,1,0,1,0,0,1,0.5,0.310025518872388,-0.5,0.689974481127613,0,0,1,0.641642601649214,0.689974481127613,0.689974481127613,0.464,0
"16",1,15,0,0,0,0,0.286960760407772,1,-1.9229278917828,0,1.95989852910015,1.10715202594269,0,0,1,0.5,-0.5,0.598865715052054,0,1,2.0127082882738,1.27941728919488,1.10086106480802,1,0,1,0,1,0,0.689974481127613,0.5,0.310025518872387,-0.5,0,0,1,0.663624455663668,0.5,0.5,0.408,0
"17",1,16,0,0,0,0,0.286960760407772,1,-0.444158667817257,1,1.53607544144567,0.671835333747145,0,0,1,0.689974481127613,0.310025518872387,0.620051037744775,0,1,1.95989852910015,2.0127082882738,1.10715202594269,1,0,1,0,0,1,0.5,0.689974481127613,-0.5,0.310025518872387,0,0,1,0.598865715052054,0.689974481127613,0.689974481127613,0.344,0
"18",1,17,0,0,0,0,0.286960760407772,-1,-0.451358193550466,0,-0.229884812797636,0.327540341208072,0,0,1,0.167981614866075,-0.167981614866075,-1.44223035604573,0,1,1.53607544144567,1.95989852910015,0.671835333747145,1,0,1,0,1,0,0.689974481127613,0.5,0.310025518872387,-0.5,0,0,1,0.620051037744775,0.167981614866075,0.167981614866075,0.36,0
"19",1,18,0,0,0,0,0.286960760407772,1,-0.580470983099347,1,1.27645534103784,0.431071759671059,0,0,1,0.689974481127613,0.310025518872387,0.578100994749992,0,1,-0.229884812797636,1.53607544144567,0.327540341208072,1,0,1,0,0,1,0.167981614866075,0.689974481127613,-0.167981614866075,0.310025518872387,0,0,-1,-1.44223035604573,0.689974481127613,0.689974481127613,0.472,0
"20",1,19,0,0,0,0,0.286960760407772,1,-0.496767686448486,0,1.34134232427795,0.599045636287375,0,0,1,0.5,-0.5,0.518450201635692,0,1,1.27645534103784,-0.229884812797636,0.431071759671059,1,0,1,0,1,0,0.689974481127613,0.167981614866075,0.310025518872387,-0.167981614866075,0,0,1,0.578100994749992,0.5,0.5,0.4,0
"21",1,20,0,0,0,0,0.286960760407772,1,0.739353959790023,1,0.567593695550431,-0.349650845608359,0,0,1,0.689974481127613,0.310025518872387,0.53788284273999,0,1,1.34134232427795,1.27645534103784,0.599045636287375,1,0,1,0,0,1,0.5,0.689974481127613,-0.5,0.310025518872387,0,0,1,0.518450201635692,0.689974481127613,0.689974481127613,0.576,0
"22",1,21,0,0,0,0,0.286960760407772,1,1.28575647249207,0,0.524165000102149,-0.0548680862079328,0,0,1,0.5,-0.5,0.480978166101778,0,1,0.567593695550431,1.34134232427795,-0.349650845608359,1,0,1,0,1,0,0.689974481127613,0.5,0.310025518872387,-0.5,0,0,1,0.53788284273999,0.5,0.5,0.4,0
"23",1,22,0,0,0,0,0.286960760407772,-1,1.85639481934865,0,0.0839827907483596,0.564923994751792,0,0,1,0.310025518872388,-0.310025518872388,-1.50052021119024,0,1,0.524165000102149,0.567593695550431,-0.0548680862079328,1,0,1,0,0,1,0.5,0.689974481127613,-0.5,0.310025518872387,0,0,1,0.480978166101778,0.310025518872388,0.310025518872388,0.52,0
"24",1,23,0,0,0,0,0.286960760407772,-1,-0.482074166764705,0,-0.638833843945166,-0.307478432243109,0,0,1,0.310025518872388,-0.310025518872388,-1.51902183389822,0,1,0.0839827907483596,0.524165000102149,0.564923994751792,1,0,1,0,0,0,0.310025518872388,0.5,-0.310025518872388,-0.5,0,0,-1,-1.50052021119024,0.310025518872388,0.310025518872388,0.52,0
